Question ID,CP,Difficulty,QL ID,Structure,Context,Answer Archetype,Question,Option A,Option B,Option C,Option D,Correct Option,Explanation,Review Status,Reviewer Notes
PCT-CP-004:PCT-QL-008:PCT-002:en:453,PCT-CP-004,Medium,PCT-QL-008,Narrative,Books,Original/Recovery value,"If 30% of the books equals 120, what percent of the books is 80?",20%,20% + 1,-20%,20% - 1,A,"Here, 30% of the books equals 120. ? 30%?120 To determine the value of 1%, divide 120 by 30. ? 1%=(120/30)=4 Now compare 80 with the value of 1% to find the required percentage. ? Required percent=(80/4)=20% Therefore 80 is 20% of the books. ? Required percent=20%",,
PCT-CP-005:PCT-QL-010:PCT-002:en:454,PCT-CP-005,Easy,PCT-QL-010,Multi-statement,Abstract,Percentage change,The ratio of two parts is 1:2. Express the second part as a percentage of the whole.,-66.67%,66.67% + 1,66.67% - 1,66.67%,D,First add the ratio parts to get the whole number of equal parts. ? Total parts=1+2=3 The second part accounts for 2 out of these 3 parts. ? Share fraction=(2/3) Convert that share into a percentage. ? Required percent=(2/3)?100=66.67% Therefore the second part corresponds to 66.67%. ? second part=66.67%,,
PCT-CP-006:PCT-QL-012:PCT-002:en:455,PCT-CP-006,Easy,PCT-QL-012,Direct,Money,Difference,A person keeps 10% of the income as savings. What percent of the income is spent on expenditure?,90% + 1,90% - 1,-90%,90%,D,The full quantity is always 100%. ? savings+expenditure=100% So subtract 10% from 100% to get the remaining percentage. ? expenditure=100%-10%=90% Therefore the expenditure percentage is 90%. ? expenditure=90%,,
PCT-CP-007:PCT-QL-014:PCT-002:en:456,PCT-CP-007,Medium,PCT-QL-014,Multi-statement,Money,Comparison,45% of the monthly budget goes to food expenses and 10% goes to transport expenses. Find the percentage difference.,-35%,35% - 1,35% + 1,35%,D,"Both parts are already given as percentages of the same whole. ? food expenses=45%, transport expenses=10% So subtract the smaller percentage from the larger percentage. ? Difference=45%-10%=35% Therefore the percentage difference is 35%. ? Difference=35%",,
PCT-CP-008:PCT-QL-016:PCT-002:en:457,PCT-CP-008,Medium,PCT-QL-016,Multi-statement,Money,Final value,"A monthly expenses of Rs. 12000 is divided as 25% rent, 20% food, and 55% transport. Find the amount spent on rent.",-3000,3000 + 1,3000 - 1,3000,D,The whole monthly expenses corresponds to 100%. ? 100%?Rs. 12000 So the value corresponding to 1% is obtained by dividing Rs. 12000 by 100. ? 1%=(12000/100)=120 Now multiply the value of 1% by 25 to find the rent. ? 25%=120?25=3000 Therefore the rent count is Rs. 3000. ? rent=3000,,
PCT-CP-009:PCT-QL-018:PCT-002:en:458,PCT-CP-009,Medium,PCT-QL-018,Multi-statement,Money,Difference,"In a budget, 25% goes to marketing, 25% to salaries, and 10% to rent. Find the missing percentage for other expenses.",40% + 1,40% - 1,-40%,40%,D,The full distribution adds up to 100%. ? marketing+salaries+rent+other expenses=100% First add the known percentages. ? 25%+25%+10%=60% Now subtract that total from 100% to get the missing percentage. ? other expenses=100%-60%=40% Therefore the missing percentage is 40%. ? other expenses=40%,,
PCT-CP-010:PCT-QL-020:PCT-002:en:459,PCT-CP-010,Hard,PCT-QL-020,Observation,Money,Final value,"Out of monthly expenses worth Rs. 24000, 25% is spent on food, 30% on rent, 15% on transport, and the remaining 30% on education. Find the amount spent on education.",7200 + 1,7200 - 1,-7200,7200,D,The whole monthly expenses corresponds to 100%. ? 100%?Rs. 24000 So the value corresponding to 1% is obtained by dividing Rs. 24000 by 100. ? 1%=(24000/100)=240 Now multiply the value of 1% by the percentage for education. ? 30%=240?30=7200 Therefore the value for education is Rs. 7200. ? education=7200,,
PCT-CP-001:PCT-QL-001:PCT-002:en:460,PCT-CP-001,Easy,PCT-QL-001,Multi-statement,Education,Original/Recovery value,"25% of the students are girls. If the number of girls is 150, find the total number of students.",600,-600,600 + 1,600 - 1,A,"Here, 25% of the students equals 150. ? 25%?150 To determine the value of 1%, divide 150 by 25. ? 1%=(150/25)=6 Now multiply the value of 1% by 100 to get the whole. ? 100%=6?100=600 Therefore the total students is 600. ? Total students=600",,
PCT-CP-002:PCT-QL-003:PCT-002:en:461,PCT-CP-002,Easy,PCT-QL-003,Narrative,Money,Final value,"If 40% of the income equals Rs. 20000, find 60% of the same income.",30000,30000 + 1,-30000,30000 - 1,A,"Here, 40% of the income equals Rs. 20000. ? 40%?Rs. 20000 First find the value corresponding to 1% by dividing Rs. 20000 by 40. ? 1%=(20000/40)=500 Now multiply the value of 1% by 60 to get 60%. ? 60%=500?60=30000 Therefore 60% of the income is Rs. 30000. ? expenditure=30000",,
PCT-CP-003:PCT-QL-005:PCT-002:en:462,PCT-CP-003,Easy,PCT-QL-005,Multi-statement,Education,Percentage change,"Out of 240 students, 84 are girls. Find what percent of the students are girls.",35%,-35%,35% + 1,35% - 1,A,The whole students corresponds to 100%. ? 100%?240 So 1% is obtained by dividing 240 by 100. ? 1%=(240/100)=2.4 Now compare 84 with the value of 1% to get the required percentage. ? Required percent=(84/2.4)=35% Therefore 84 is 35% of the students. ? girls=35%,,
PCT-CP-004:PCT-QL-007:PCT-002:en:463,PCT-CP-004,Medium,PCT-QL-007,Timeline,Money,Original/Recovery value,"If 25% of the salary is Rs. 1250, then Rs. 750 is what percent of the same salary?",15%,15% + 1,-15%,15% - 1,A,"Here, 25% of the salary equals Rs. 1250. ? 25%?Rs. 1250 To determine the value of 1%, divide Rs. 1250 by 25. ? 1%=(1250/25)=50 Now compare Rs. 750 with the value of 1% to find the required percentage. ? Required percent=(750/50)=15% Therefore Rs. 750 is 15% of the salary. ? Required percent=15%",,
PCT-CP-005:PCT-QL-009:PCT-002:en:464,PCT-CP-005,Easy,PCT-QL-009,Direct,Abstract,Percentage change,A quantity is divided in the ratio 2:3. Find the percentage corresponding to the first part.,40% + 1,-40%,40%,40% - 1,C,First add the ratio parts to get the whole number of equal parts. ? Total parts=2+3=5 The first part accounts for 2 out of these 5 parts. ? Share fraction=(2/5) Convert that share into a percentage. ? Required percent=(2/5)?100=40% Therefore the first part corresponds to 40%. ? first part=40%,,
PCT-CP-006:PCT-QL-011:PCT-002:en:465,PCT-CP-006,Easy,PCT-QL-011,Multi-statement,Education,Difference,"If 25% of the class are girls, find the percentage of boys.",-75%,75% + 1,75% - 1,75%,D,The full quantity is always 100%. ? girls+boys=100% So subtract 25% from 100% to get the remaining percentage. ? boys=100%-25%=75% Therefore the boys percentage is 75%. ? boys=75%,,
PCT-CP-007:PCT-QL-013:PCT-002:en:466,PCT-CP-007,Easy,PCT-QL-013,Multi-statement,Education,Comparison,45% of the students are boys and 30% are girls. Find the difference between these percentages.,15% + 1,15% - 1,-15%,15%,D,"Both parts are already given as percentages of the same whole. ? boys=45%, girls=30% So subtract the smaller percentage from the larger percentage. ? Difference=45%-30%=15% Therefore the percentage difference is 15%. ? Difference=15%",,
PCT-CP-008:PCT-QL-015:PCT-002:en:467,PCT-CP-008,Medium,PCT-QL-015,Multi-statement,Education,Count/Partition output,"A group of 1200 students is divided as 40% girls, 20% boys, and 40% other students. Find the number of girls.",-480,480 + 1,480 - 1,480,D,The whole students corresponds to 100%. ? 100%?1200 So the value corresponding to 1% is obtained by dividing 1200 by 100. ? 1%=(1200/100)=12 Now multiply the value of 1% by 40 to find the girls. ? 40%=12?40=480 Therefore the girls count is 480. ? girls=480,,
PCT-CP-009:PCT-QL-017:PCT-002:en:468,PCT-CP-009,Easy,PCT-QL-017,Observation,Money,Difference,"35% is spent on food, 15% on rent, and 15% on transport. Find the remaining percentage for remaining.",-35%,35% + 1,35% - 1,35%,D,The full distribution adds up to 100%. ? food+rent+transport+remaining=100% First add the known percentages. ? 35%+15%+15%=65% Now subtract that total from 100% to get the missing percentage. ? remaining=100%-65%=35% Therefore the missing percentage is 35%. ? remaining=35%,,
PCT-CP-010:PCT-QL-019:PCT-002:en:469,PCT-CP-010,Medium,PCT-QL-019,Multi-statement,Population,Count/Partition output,"In a population of 5000, 40% are males, 35% are females, and 25% are children. Find the number of children.",1250,1250 + 1,1250 - 1,-1250,A,The whole population corresponds to 100%. ? 100%?5000 So the value corresponding to 1% is obtained by dividing 5000 by 100. ? 1%=(5000/100)=50 Now multiply the value of 1% by the percentage for children. ? 25%=50?25=1250 Therefore the value for children is 1250. ? children=1250,,
PCT-CP-001:PCT-QL-002:PCT-002:en:470,PCT-CP-001,Easy,PCT-QL-002,Narrative,Money,Original/Recovery value,"20% of the monthly income is kept aside as savings. If these savings are Rs. 8000, find the total monthly income.",40000,40000 - 1,40000 + 1,-40000,A,"Here, 20% of the monthly income equals Rs. 8000. ? 20%?Rs. 8000 To determine the value of 1%, divide Rs. 8000 by 20. ? 1%=(8000/20)=400 Now multiply the value of 1% by 100 to get the whole. ? 100%=400?100=40000 Therefore the total monthly income is Rs. 40000. ? Total monthly income=40000",,
PCT-CP-002:PCT-QL-004:PCT-002:en:471,PCT-CP-002,Medium,PCT-QL-004,Narrative,Education,Count/Partition output,"If 35% of the students equals 98, how many students correspond to 60%?",168,168 + 1,168 - 1,-168,A,"Here, 35% of the students equals 98. ? 35%?98 First find the value corresponding to 1% by dividing 98 by 35. ? 1%=(98/35)=2.8 Now multiply the value of 1% by 60 to get 60%. ? 60%=2.8?60=168 Therefore 60% of the students is 168. ? students=168",,
PCT-CP-003:PCT-QL-006:PCT-002:en:472,PCT-CP-003,Medium,PCT-QL-006,Direct,Money,Percentage change,A person keeps Rs. 6000 as savings out of a total income of Rs. 20000. Find the percentage of savings.,30%,30% + 1,30% - 1,-30%,A,The whole income corresponds to 100%. ? 100%?Rs. 20000 So 1% is obtained by dividing Rs. 20000 by 100. ? 1%=(20000/100)=200 Now compare Rs. 6000 with the value of 1% to get the required percentage. ? Required percent=(6000/200)=30% Therefore Rs. 6000 is 30% of the income. ? savings=30%,,
PCT-CP-004:PCT-QL-008:PCT-002:en:473,PCT-CP-004,Medium,PCT-QL-008,Narrative,Books,Original/Recovery value,"If 20% of the books equals 80, what percent of the books is 140?",35%,35% + 1,35% - 1,-35%,A,"Here, 20% of the books equals 80. ? 20%?80 To determine the value of 1%, divide 80 by 20. ? 1%=(80/20)=4 Now compare 140 with the value of 1% to find the required percentage. ? Required percent=(140/4)=35% Therefore 140 is 35% of the books. ? Required percent=35%",,
PCT-CP-005:PCT-QL-010:PCT-002:en:474,PCT-CP-005,Easy,PCT-QL-010,Multi-statement,Abstract,Percentage change,The ratio of two parts is 3:4. Express the second part as a percentage of the whole.,-57.14%,57.14%,57.14% - 1,57.14% + 1,B,First add the ratio parts to get the whole number of equal parts. ? Total parts=3+4=7 The second part accounts for 4 out of these 7 parts. ? Share fraction=(4/7) Convert that share into a percentage. ? Required percent=(4/7)?100=57.14% Therefore the second part corresponds to 57.14%. ? second part=57.14%,,
PCT-CP-006:PCT-QL-012:PCT-002:en:475,PCT-CP-006,Easy,PCT-QL-012,Direct,Money,Difference,A person keeps 18% of the income as savings. What percent of the income is spent on expenditure?,-82%,82%,82% - 1,82% + 1,B,The full quantity is always 100%. ? savings+expenditure=100% So subtract 18% from 100% to get the remaining percentage. ? expenditure=100%-18%=82% Therefore the expenditure percentage is 82%. ? expenditure=82%,,
PCT-CP-007:PCT-QL-014:PCT-002:en:476,PCT-CP-007,Medium,PCT-QL-014,Multi-statement,Money,Comparison,35% of the monthly budget goes to food expenses and 20% goes to transport expenses. Find the percentage difference.,-15%,15%,15% - 1,15% + 1,B,"Both parts are already given as percentages of the same whole. ? food expenses=35%, transport expenses=20% So subtract the smaller percentage from the larger percentage. ? Difference=35%-20%=15% Therefore the percentage difference is 15%. ? Difference=15%",,
PCT-CP-008:PCT-QL-016:PCT-002:en:477,PCT-CP-008,Medium,PCT-QL-016,Multi-statement,Money,Final value,"A monthly expenses of Rs. 30000 is divided as 30% rent, 20% food, and 50% transport. Find the amount spent on rent.",9000 - 1,9000,-9000,9000 + 1,B,The whole monthly expenses corresponds to 100%. ? 100%?Rs. 30000 So the value corresponding to 1% is obtained by dividing Rs. 30000 by 100. ? 1%=(30000/100)=300 Now multiply the value of 1% by 30 to find the rent. ? 30%=300?30=9000 Therefore the rent count is Rs. 9000. ? rent=9000,,
PCT-CP-009:PCT-QL-018:PCT-002:en:478,PCT-CP-009,Medium,PCT-QL-018,Multi-statement,Money,Difference,"In a budget, 20% goes to marketing, 20% to salaries, and 20% to rent. Find the missing percentage for other expenses.",-40%,40% - 1,40%,40% + 1,C,The full distribution adds up to 100%. ? marketing+salaries+rent+other expenses=100% First add the known percentages. ? 20%+20%+20%=60% Now subtract that total from 100% to get the missing percentage. ? other expenses=100%-60%=40% Therefore the missing percentage is 40%. ? other expenses=40%,,
PCT-CP-010:PCT-QL-020:PCT-002:en:479,PCT-CP-010,Hard,PCT-QL-020,Observation,Money,Final value,"Out of monthly expenses worth Rs. 20000, 35% is spent on food, 25% on rent, 15% on transport, and the remaining 25% on education. Find the amount spent on education.",-5000,5000 - 1,5000,5000 + 1,C,The whole monthly expenses corresponds to 100%. ? 100%?Rs. 20000 So the value corresponding to 1% is obtained by dividing Rs. 20000 by 100. ? 1%=(20000/100)=200 Now multiply the value of 1% by the percentage for education. ? 25%=200?25=5000 Therefore the value for education is Rs. 5000. ? education=5000,,
PCT-CP-001:PCT-QL-001:PCT-002:en:480,PCT-CP-001,Easy,PCT-QL-001,Multi-statement,Education,Original/Recovery value,"40% of the students are girls. If the number of girls is 480, find the total number of students.",1200,1200 + 1,1200 - 1,-1200,A,"Here, 40% of the students equals 480. ? 40%?480 To determine the value of 1%, divide 480 by 40. ? 1%=(480/40)=12 Now multiply the value of 1% by 100 to get the whole. ? 100%=12?100=1200 Therefore the total students is 1200. ? Total students=1200",,
PCT-CP-002:PCT-QL-003:PCT-002:en:481,PCT-CP-002,Easy,PCT-QL-003,Narrative,Money,Final value,"If 25% of the income equals Rs. 6250, find 65% of the same income.",16250,16250 - 1,16250 + 1,-16250,A,"Here, 25% of the income equals Rs. 6250. ? 25%?Rs. 6250 First find the value corresponding to 1% by dividing Rs. 6250 by 25. ? 1%=(6250/25)=250 Now multiply the value of 1% by 65 to get 65%. ? 65%=250?65=16250 Therefore 65% of the income is Rs. 16250. ? expenditure=16250",,
PCT-CP-003:PCT-QL-005:PCT-002:en:482,PCT-CP-003,Easy,PCT-QL-005,Multi-statement,Education,Percentage change,"Out of 720 students, 144 are girls. Find what percent of the students are girls.",20%,20% - 1,20% + 1,-20%,A,The whole students corresponds to 100%. ? 100%?720 So 1% is obtained by dividing 720 by 100. ? 1%=(720/100)=7.2 Now compare 144 with the value of 1% to get the required percentage. ? Required percent=(144/7.2)=20% Therefore 144 is 20% of the students. ? girls=20%,,
PCT-CP-004:PCT-QL-007:PCT-002:en:483,PCT-CP-004,Medium,PCT-QL-007,Timeline,Money,Original/Recovery value,"If 45% of the salary is Rs. 1800, then Rs. 800 is what percent of the same salary?",20% + 1,20% - 1,20%,-20%,C,"Here, 45% of the salary equals Rs. 1800. ? 45%?Rs. 1800 To determine the value of 1%, divide Rs. 1800 by 45. ? 1%=(1800/45)=40 Now compare Rs. 800 with the value of 1% to find the required percentage. ? Required percent=(800/40)=20% Therefore Rs. 800 is 20% of the salary. ? Required percent=20%",,
PCT-CP-005:PCT-QL-009:PCT-002:en:484,PCT-CP-005,Easy,PCT-QL-009,Direct,Abstract,Percentage change,A quantity is divided in the ratio 4:5. Find the percentage corresponding to the first part.,44.44%,44.44% + 1,44.44% - 1,-44.44%,A,First add the ratio parts to get the whole number of equal parts. ? Total parts=4+5=9 The first part accounts for 4 out of these 9 parts. ? Share fraction=(4/9) Convert that share into a percentage. ? Required percent=(4/9)?100=44.44% Therefore the first part corresponds to 44.44%. ? first part=44.44%,,
PCT-CP-006:PCT-QL-011:PCT-002:en:485,PCT-CP-006,Easy,PCT-QL-011,Multi-statement,Education,Difference,"If 40% of the class are girls, find the percentage of boys.",-60%,60%,60% - 1,60% + 1,B,The full quantity is always 100%. ? girls+boys=100% So subtract 40% from 100% to get the remaining percentage. ? boys=100%-40%=60% Therefore the boys percentage is 60%. ? boys=60%,,
