questionId,cpId,stem,answer,difficulty,questionLanguageId,explanationStyleId
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:352,CP-004,180 cadets and 240 trainees are to stand in equal rows for a parade. Find the greatest number of rows possible.,60,Easy,QL-052,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:353,CP-004,"96 mangoes, 144 bananas and 192 guavas are to be divided equally among the maximum number of baskets. Find the number of baskets.",48,Easy,QL-042,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:354,CP-004,"150 boys, 225 girls and 300 notebooks are to be divided equally among classrooms. What is the greatest possible number of classrooms?",75,Hard,QL-057,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:355,CP-004,132 chairs and 198 tables are to be arranged into identical sections in a hall. Find the greatest possible number of sections.,66,Medium,QL-053,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:356,CP-004,240 biscuits and 360 chocolates are to be packed into identical packets with nothing left over. Find the maximum number of packets.,120,Medium,QL-048,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:357,CP-004,72 boys and 108 girls are to be arranged in identical groups with no student left out. Find the greatest possible number of groups.,36,Easy,QL-043,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:358,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Medium,QL-059,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:359,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Easy,QL-058,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:360,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Easy,QL-065,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:361,CP-004,84 apples and 126 oranges are to be packed into identical boxes so that no fruit is left over. Find the greatest possible number of boxes.,42,Medium,QL-041,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:362,CP-004,180 students and 225 notebooks are to be distributed equally among classrooms. Find the greatest number of classrooms possible.,45,Hard,QL-056,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:363,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Hard,QL-058,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:364,CP-004,156 pens and 234 erasers are to be kept in identical boxes. Find the greatest number of boxes if every item is used.,78,Easy,QL-049,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:365,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Medium,QL-058,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:366,CP-004,"96 mangoes, 144 bananas and 192 guavas are to be divided equally among the maximum number of baskets. Find the number of baskets.",48,Medium,QL-042,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:367,CP-004,"96 mangoes, 144 bananas and 192 guavas are to be divided equally among the maximum number of baskets. Find the number of baskets.",48,Medium,QL-042,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:368,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Medium,QL-055,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:369,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Hard,QL-065,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:370,CP-004,240 biscuits and 360 chocolates are to be packed into identical packets with nothing left over. Find the maximum number of packets.,120,Hard,QL-048,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:371,CP-004,180 cadets and 240 trainees are to stand in equal rows for a parade. Find the greatest number of rows possible.,60,Medium,QL-052,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:372,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Easy,QL-058,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:373,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Easy,QL-061,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:374,CP-004,180 cadets and 240 trainees are to stand in equal rows for a parade. Find the greatest number of rows possible.,60,Medium,QL-052,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:375,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Medium,QL-065,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:376,CP-004,96 boys and 120 girls are to be divided into identical teams with no one left out. Find the greatest possible number of teams.,24,Medium,QL-054,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:377,CP-004,"150 boys, 225 girls and 300 notebooks are to be divided equally among classrooms. What is the greatest possible number of classrooms?",75,Easy,QL-057,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:378,CP-004,"144 chairs and 216 desks are to be arranged in equal rows. If every chair and desk is used, find the greatest possible number of rows.",72,Medium,QL-051,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:379,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Easy,QL-065,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:380,CP-004,"75 black balls, 125 white balls and 200 red balls are to be grouped equally. What is the greatest possible number of groups?",25,Easy,QL-063,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:381,CP-004,72 boys and 108 girls are to be arranged in identical groups with no student left out. Find the greatest possible number of groups.,36,Medium,QL-043,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:382,CP-004,288 soap bars and 432 toothpaste tubes are to be packed into identical relief kits. Find the greatest possible number of kits.,144,Easy,QL-060,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:383,CP-004,240 biscuits and 360 chocolates are to be packed into identical packets with nothing left over. Find the maximum number of packets.,120,Hard,QL-048,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:384,CP-004,"144 chairs and 216 desks are to be arranged in equal rows. If every chair and desk is used, find the greatest possible number of rows.",72,Medium,QL-051,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:385,CP-004,"144 chairs and 216 desks are to be arranged in equal rows. If every chair and desk is used, find the greatest possible number of rows.",72,Hard,QL-051,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:386,CP-004,180 students and 225 notebooks are to be distributed equally among classrooms. Find the greatest number of classrooms possible.,45,Easy,QL-056,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:387,CP-004,132 chairs and 198 tables are to be arranged into identical sections in a hall. Find the greatest possible number of sections.,66,Medium,QL-053,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:388,CP-004,168 red pencils and 210 blue pencils are to be packed in identical packets. Find the greatest possible number of packets.,42,Easy,QL-047,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:389,CP-004,210 marbles and 315 beads are to be split into equal groups. Find the largest number of groups that can be made.,105,Easy,QL-062,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:390,CP-004,288 soap bars and 432 toothpaste tubes are to be packed into identical relief kits. Find the greatest possible number of kits.,144,Easy,QL-060,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:391,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Medium,QL-061,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:392,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Easy,QL-065,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:393,CP-004,160 science kits and 240 mathematics kits are to be arranged into identical sets. Find the greatest possible number of sets.,80,Medium,QL-064,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:394,CP-004,160 science kits and 240 mathematics kits are to be arranged into identical sets. Find the greatest possible number of sets.,80,Easy,QL-064,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:395,CP-004,288 soap bars and 432 toothpaste tubes are to be packed into identical relief kits. Find the greatest possible number of kits.,144,Medium,QL-060,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:396,CP-004,120 students of one class and 180 students of another class are to be divided into equal groups for an activity. Find the maximum number of groups.,60,Hard,QL-044,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:397,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Medium,QL-058,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:398,CP-004,168 red pencils and 210 blue pencils are to be packed in identical packets. Find the greatest possible number of packets.,42,Easy,QL-047,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:399,CP-004,216 newspapers and 324 magazines are to be tied into identical bundles. Find the greatest possible number of bundles.,108,Easy,QL-050,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:400,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Easy,QL-058,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:401,CP-004,"150 boys, 225 girls and 300 notebooks are to be divided equally among classrooms. What is the greatest possible number of classrooms?",75,Medium,QL-057,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:402,CP-004,180 students and 225 notebooks are to be distributed equally among classrooms. Find the greatest number of classrooms possible.,45,Hard,QL-056,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:403,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Hard,QL-065,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:404,CP-004,210 marbles and 315 beads are to be split into equal groups. Find the largest number of groups that can be made.,105,Medium,QL-062,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:405,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Medium,QL-065,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:406,CP-004,240 biscuits and 360 chocolates are to be packed into identical packets with nothing left over. Find the maximum number of packets.,120,Easy,QL-048,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:407,CP-004,180 cadets and 240 trainees are to stand in equal rows for a parade. Find the greatest number of rows possible.,60,Easy,QL-052,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:408,CP-004,90 ruled notebooks and 150 plain notebooks are to be distributed equally among students. What is the greatest number of students who can receive them?,30,Easy,QL-046,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:409,CP-004,168 red pencils and 210 blue pencils are to be packed in identical packets. Find the greatest possible number of packets.,42,Medium,QL-047,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:410,CP-004,"96 mangoes, 144 bananas and 192 guavas are to be divided equally among the maximum number of baskets. Find the number of baskets.",48,Easy,QL-042,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:411,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Hard,QL-059,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:412,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Medium,QL-059,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:413,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Easy,QL-065,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:414,CP-004,168 red pencils and 210 blue pencils are to be packed in identical packets. Find the greatest possible number of packets.,42,Medium,QL-047,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:415,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Medium,QL-055,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:416,CP-004,180 students and 225 notebooks are to be distributed equally among classrooms. Find the greatest number of classrooms possible.,45,Easy,QL-056,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:417,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Hard,QL-061,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:418,CP-004,180 students and 225 notebooks are to be distributed equally among classrooms. Find the greatest number of classrooms possible.,45,Easy,QL-056,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:419,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Easy,QL-058,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:420,CP-004,"150 boys, 225 girls and 300 notebooks are to be divided equally among classrooms. What is the greatest possible number of classrooms?",75,Medium,QL-057,ES-008
