Question ID,CP,Pattern ID,Instance ID,Divisor,Target Remainder,Difficulty Band,Question Language ID,Explanation Style ID,Question,Answer,Explanation
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:13:0,CP-007,REM-SP-4-2,NS-REM-001:REM-SP-4-2:7x01:0,4,1,Easy,QL-020,ES-004,Form the greatest number satisfying the given condition.,7901,"Valid values of x:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Required answer:

7901"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:14:3,CP-007,REM-SP-5-2,NS-REM-001:REM-SP-5-2:5x943:3,27,0,Hard,QL-020,ES-005,Form the greatest number satisfying the given condition.,56943,"Checking all possible values gives:

6

Hence the answer is:

56943"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:15:6,CP-007,REM-SP-5-4,NS-REM-001:REM-SP-5-4:165x1:6,19,0,Medium,QL-020,ES-002,Form the greatest number satisfying the given condition.,16511,"The required remainder is 0.

Valid values of x:

1

Answer:

16511"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:16:1,CP-007,REM-SP-5-2,NS-REM-001:REM-SP-5-2:6x387:1,19,1,Medium,QL-020,ES-005,Form the greatest number satisfying the given condition.,66387,"Checking all possible values gives:

6

Hence the answer is:

66387"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:17:0,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:190x:0,6,3,Easy,QL-020,ES-002,Form the greatest number satisfying the given condition.,1905,"The required remainder is 3.

Valid values of x:

5

Answer:

1905"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:18:0,CP-007,REM-SP-5-5,NS-REM-001:REM-SP-5-5:5654x:0,5,4,Hard,QL-021,ES-002,Find the largest number that can be formed.,56549,"The required remainder is 4.

Valid values of x:

4, 9

Answer:

56549"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:19:0,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:934x:0,13,2,Medium,QL-020,ES-004,Form the greatest number satisfying the given condition.,9349,"Valid values of x:

9

Required answer:

9349"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:20:2,CP-007,REM-SP-5-4,NS-REM-001:REM-SP-5-4:965x1:2,24,17,Medium,QL-020,ES-001,Form the greatest number satisfying the given condition.,96521,"Check all possible values of x.

Valid values:

2

Answer:

96521"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:21:1,CP-007,REM-SP-4-2,NS-REM-001:REM-SP-4-2:3x67:1,99,97,Hard,QL-020,ES-005,Form the greatest number satisfying the given condition.,3067,"Checking all possible values gives:

0

Hence the answer is:

3067"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:22:0,CP-007,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x90:0,7,0,Easy,QL-020,ES-002,Form the greatest number satisfying the given condition.,490,"The required remainder is 0.

Valid values of x:

4

Answer:

490"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:23:1,CP-007,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x90:1,7,1,Easy,QL-020,ES-003,Form the greatest number satisfying the given condition.,890,"Substitute possible values of x and check the remainder.

Valid values:

1, 8

Answer:

890"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:24:1,CP-007,REM-SP-5-5,NS-REM-001:REM-SP-5-5:5432x:1,20,8,Medium,QL-021,ES-003,Find the largest number that can be formed.,54328,"Substitute possible values of x and check the remainder.

Valid values:

8

Answer:

54328"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:25:2,CP-007,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x789:2,9,0,Easy,QL-021,ES-001,Find the largest number that can be formed.,3789,"Check all possible values of x.

Valid values:

3

Answer:

3789"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:26:2,CP-007,REM-SP-5-2,NS-REM-001:REM-SP-5-2:2x987:2,2,1,Hard,QL-020,ES-004,Form the greatest number satisfying the given condition.,29987,"Valid values of x:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Required answer:

29987"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:27:0,CP-007,REM-SP-5-5,NS-REM-001:REM-SP-5-5:7436x:0,24,14,Medium,QL-021,ES-004,Find the largest number that can be formed.,74366,"Valid values of x:

6

Required answer:

74366"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:28:0,CP-007,REM-SP-3-3,NS-REM-001:REM-SP-3-3:35x:0,7,3,Easy,QL-020,ES-005,Form the greatest number satisfying the given condition.,353,"Checking all possible values gives:

3

Hence the answer is:

353"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:29:1,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:156x:1,5,0,Easy,QL-020,ES-004,Form the greatest number satisfying the given condition.,1565,"Valid values of x:

0, 5

Required answer:

1565"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:30:0,CP-007,REM-SP-6-4,NS-REM-001:REM-SP-6-4:787x54:0,40,34,Hard,QL-021,ES-004,Find the largest number that can be formed.,787954,"Valid values of x:

1, 3, 5, 7, 9

Required answer:

787954"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:31:2,CP-007,REM-SP-3-3,NS-REM-001:REM-SP-3-3:65x:2,8,7,Easy,QL-020,ES-004,Form the greatest number satisfying the given condition.,655,"Valid values of x:

5

Required answer:

655"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:32:1,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:434x:1,24,3,Medium,QL-020,ES-003,Form the greatest number satisfying the given condition.,4347,"Substitute possible values of x and check the remainder.

Valid values:

7

Answer:

4347"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:33:1,CP-007,REM-SP-3-2,NS-REM-001:REM-SP-3-2:5x0:1,24,16,Hard,QL-021,ES-004,Find the largest number that can be formed.,520,"Valid values of x:

2

Required answer:

520"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:34:1,CP-007,REM-SP-6-3,NS-REM-001:REM-SP-6-3:94x210:1,11,6,Hard,QL-020,ES-003,Form the greatest number satisfying the given condition.,941210,"Substitute possible values of x and check the remainder.

Valid values:

1

Answer:

941210"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:35:0,CP-007,REM-SP-5-4,NS-REM-001:REM-SP-5-4:743x1:0,11,9,Medium,QL-020,ES-001,Form the greatest number satisfying the given condition.,74391,"Check all possible values of x.

Valid values:

9

Answer:

74391"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:36:0,CP-007,REM-SP-3-2,NS-REM-001:REM-SP-3-2:6x6:0,9,5,Easy,QL-021,ES-003,Find the largest number that can be formed.,626,"Substitute possible values of x and check the remainder.

Valid values:

2

Answer:

626"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:37:1,CP-007,REM-SP-6-4,NS-REM-001:REM-SP-6-4:321x58:1,14,4,Hard,QL-021,ES-002,Find the largest number that can be formed.,321458,"The required remainder is 4.

Valid values of x:

4

Answer:

321458"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:38:7,CP-007,REM-SP-5-2,NS-REM-001:REM-SP-5-2:9x743:7,5,3,Hard,QL-020,ES-002,Form the greatest number satisfying the given condition.,99743,"The required remainder is 3.

Valid values of x:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Answer:

99743"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:39:2,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:578x:2,24,23,Medium,QL-020,ES-003,Form the greatest number satisfying the given condition.,5783,"Substitute possible values of x and check the remainder.

Valid values:

3

Answer:

5783"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:40:4,CP-007,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x21436:4,27,9,Hard,QL-020,ES-001,Form the greatest number satisfying the given condition.,221436,"Check all possible values of x.

Valid values:

2

Answer:

221436"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:41:1,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:234x:1,19,12,Medium,QL-020,ES-004,Form the greatest number satisfying the given condition.,2349,"Valid values of x:

9

Required answer:

2349"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:42:6,CP-007,REM-SP-3-3,NS-REM-001:REM-SP-3-3:37x:6,45,11,Hard,QL-020,ES-002,Form the greatest number satisfying the given condition.,371,"The required remainder is 11.

Valid values of x:

1

Answer:

371"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:43:0,CP-007,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x129:0,9,7,Easy,QL-021,ES-005,Find the largest number that can be formed.,4129,"Checking all possible values gives:

4

Hence the answer is:

4129"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:44:2,CP-007,REM-SP-5-2,NS-REM-001:REM-SP-5-2:8x987:2,13,7,Medium,QL-020,ES-005,Form the greatest number satisfying the given condition.,83987,"Checking all possible values gives:

3

Hence the answer is:

83987"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:45:0,CP-007,REM-SP-5-3,NS-REM-001:REM-SP-5-3:68x65:0,45,15,Hard,QL-021,ES-003,Find the largest number that can be formed.,68865,"Substitute possible values of x and check the remainder.

Valid values:

8

Answer:

68865"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:46:0,CP-007,REM-SP-4-2,NS-REM-001:REM-SP-4-2:7x05:0,13,12,Medium,QL-020,ES-002,Form the greatest number satisfying the given condition.,7305,"The required remainder is 12.

Valid values of x:

3

Answer:

7305"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:47:4,CP-007,REM-SP-3-2,NS-REM-001:REM-SP-3-2:5x2:4,6,0,Easy,QL-021,ES-004,Find the largest number that can be formed.,582,"Valid values of x:

2, 5, 8

Required answer:

582"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:48:1,CP-007,REM-SP-6-4,NS-REM-001:REM-SP-6-4:765x10:1,14,2,Hard,QL-021,ES-004,Find the largest number that can be formed.,765410,"Valid values of x:

4

Required answer:

765410"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:49:1,CP-007,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x21436:1,3,0,Hard,QL-020,ES-002,Form the greatest number satisfying the given condition.,821436,"The required remainder is 0.

Valid values of x:

2, 5, 8

Answer:

821436"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:50:5,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:934x:5,2,1,Easy,QL-020,ES-001,Form the greatest number satisfying the given condition.,9349,"Check all possible values of x.

Valid values:

1, 3, 5, 7, 9

Answer:

9349"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:51:0,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:478x:0,13,12,Medium,QL-020,ES-004,Form the greatest number satisfying the given condition.,4783,"Valid values of x:

3

Required answer:

4783"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:52:1,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:856x:1,19,13,Medium,QL-020,ES-002,Form the greatest number satisfying the given condition.,8563,"The required remainder is 13.

Valid values of x:

3

Answer:

8563"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:53:1,CP-007,REM-SP-6-4,NS-REM-001:REM-SP-6-4:121x98:1,17,12,Hard,QL-021,ES-005,Find the largest number that can be formed.,121698,"Checking all possible values gives:

6

Hence the answer is:

121698"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:54:1,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:856x:1,4,3,Easy,QL-020,ES-005,Form the greatest number satisfying the given condition.,8567,"Checking all possible values gives:

3, 7

Hence the answer is:

8567"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:55:0,CP-007,REM-SP-3-3,NS-REM-001:REM-SP-3-3:75x:0,6,3,Easy,QL-020,ES-004,Form the greatest number satisfying the given condition.,759,"Valid values of x:

3, 9

Required answer:

759"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:56:0,CP-007,REM-SP-6-4,NS-REM-001:REM-SP-6-4:109x76:0,9,4,Hard,QL-021,ES-002,Find the largest number that can be formed.,109876,"The required remainder is 4.

Valid values of x:

8

Answer:

109876"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:57:1,CP-007,REM-SP-5-5,NS-REM-001:REM-SP-5-5:2092x:1,36,10,Hard,QL-021,ES-003,Find the largest number that can be formed.,20926,"Substitute possible values of x and check the remainder.

Valid values:

6

Answer:

20926"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:58:3,CP-007,REM-SP-3-3,NS-REM-001:REM-SP-3-3:75x:3,6,3,Easy,QL-020,ES-005,Form the greatest number satisfying the given condition.,759,"Checking all possible values gives:

3, 9

Hence the answer is:

759"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:59:1,CP-007,REM-SP-5-5,NS-REM-001:REM-SP-5-5:6098x:1,16,12,Medium,QL-021,ES-002,Find the largest number that can be formed.,60988,"The required remainder is 12.

Valid values of x:

8

Answer:

60988"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:60:0,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:634x:0,7,0,Easy,QL-020,ES-003,Form the greatest number satisfying the given condition.,6349,"Substitute possible values of x and check the remainder.

Valid values:

2, 9

Answer:

6349"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:61:0,CP-007,REM-SP-6-6,NS-REM-001:REM-SP-6-6:72143x:0,17,4,Hard,QL-021,ES-001,Find the largest number that can be formed.,721433,"Check all possible values of x.

Valid values:

3

Answer:

721433"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:62:1,CP-007,REM-SP-6-6,NS-REM-001:REM-SP-6-6:44387x:1,12,6,Hard,QL-021,ES-005,Find the largest number that can be formed.,443874,"Checking all possible values gives:

4

Hence the answer is:

443874"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:63:1,CP-007,REM-SP-3-3,NS-REM-001:REM-SP-3-3:83x:1,10,9,Easy,QL-020,ES-003,Form the greatest number satisfying the given condition.,839,"Substitute possible values of x and check the remainder.

Valid values:

9

Answer:

839"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:64:2,CP-007,REM-SP-5-2,NS-REM-001:REM-SP-5-2:2x509:2,11,0,Medium,QL-020,ES-001,Form the greatest number satisfying the given condition.,25509,"Check all possible values of x.

Valid values:

5

Answer:

25509"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:65:0,CP-007,REM-SP-6-6,NS-REM-001:REM-SP-6-6:52109x:0,3,0,Hard,QL-021,ES-005,Find the largest number that can be formed.,521097,"Checking all possible values gives:

1, 4, 7

Hence the answer is:

521097"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:66:1,CP-007,REM-SP-3-2,NS-REM-001:REM-SP-3-2:5x4:1,6,0,Easy,QL-021,ES-002,Find the largest number that can be formed.,594,"The required remainder is 0.

Valid values of x:

0, 3, 6, 9

Answer:

594"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:67:1,CP-007,REM-SP-4-2,NS-REM-001:REM-SP-4-2:9x47:1,3,0,Easy,QL-020,ES-003,Form the greatest number satisfying the given condition.,9747,"Substitute possible values of x and check the remainder.

Valid values:

1, 4, 7

Answer:

9747"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:68:3,CP-007,REM-SP-5-5,NS-REM-001:REM-SP-5-5:2438x:3,19,9,Medium,QL-021,ES-005,Find the largest number that can be formed.,24386,"Checking all possible values gives:

6

Hence the answer is:

24386"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:69:0,CP-007,REM-SP-6-6,NS-REM-001:REM-SP-6-6:14309x:0,20,12,Hard,QL-021,ES-002,Find the largest number that can be formed.,143092,"The required remainder is 12.

Valid values of x:

2

Answer:

143092"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:70:4,CP-007,REM-SP-6-2,NS-REM-001:REM-SP-6-2:7x7092:4,13,8,Hard,QL-021,ES-002,Find the largest number that can be formed.,747092,"The required remainder is 8.

Valid values of x:

4

Answer:

747092"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:71:2,CP-007,REM-SP-5-2,NS-REM-001:REM-SP-5-2:7x109:2,17,9,Medium,QL-020,ES-004,Form the greatest number satisfying the given condition.,73109,"Valid values of x:

3

Required answer:

73109"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:72:4,CP-007,REM-SP-3-2,NS-REM-001:REM-SP-3-2:3x4:4,3,1,Easy,QL-021,ES-004,Find the largest number that can be formed.,394,"Valid values of x:

0, 3, 6, 9

Required answer:

394"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:73:0,CP-007,REM-SP-3-3,NS-REM-001:REM-SP-3-3:91x:0,8,7,Easy,QL-020,ES-001,Form the greatest number satisfying the given condition.,919,"Check all possible values of x.

Valid values:

1, 9

Answer:

919"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:74:1,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:178x:1,27,2,Hard,QL-020,ES-001,Form the greatest number satisfying the given condition.,1784,"Check all possible values of x.

Valid values:

4

Answer:

1784"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:75:0,CP-007,REM-SP-4-2,NS-REM-001:REM-SP-4-2:4x67:0,5,2,Easy,QL-020,ES-002,Form the greatest number satisfying the given condition.,4967,"The required remainder is 2.

Valid values of x:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Answer:

4967"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:76:0,CP-007,REM-SP-5-1,NS-REM-001:REM-SP-5-1:x8743:0,3,0,Hard,QL-021,ES-003,Find the largest number that can be formed.,88743,"Substitute possible values of x and check the remainder.

Valid values:

2, 5, 8

Answer:

88743"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:77:2,CP-007,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x90:2,3,2,Easy,QL-020,ES-004,Form the greatest number satisfying the given condition.,890,"Valid values of x:

2, 5, 8

Required answer:

890"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:78:3,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:256x:3,17,13,Medium,QL-020,ES-004,Form the greatest number satisfying the given condition.,2563,"Valid values of x:

3

Required answer:

2563"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:79:5,CP-007,REM-SP-6-4,NS-REM-001:REM-SP-6-4:609x54:5,18,4,Hard,QL-021,ES-001,Find the largest number that can be formed.,609754,"Check all possible values of x.

Valid values:

7

Answer:

609754"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:80:2,CP-007,REM-SP-3-3,NS-REM-001:REM-SP-3-3:81x:2,10,5,Easy,QL-020,ES-003,Form the greatest number satisfying the given condition.,815,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

815"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:81:1,CP-007,REM-SP-5-2,NS-REM-001:REM-SP-5-2:8x509:1,11,10,Medium,QL-020,ES-001,Form the greatest number satisfying the given condition.,81509,"Check all possible values of x.

Valid values:

1

Answer:

81509"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:82:0,CP-007,REM-SP-6-3,NS-REM-001:REM-SP-6-3:12x658:0,45,28,Hard,QL-020,ES-003,Form the greatest number satisfying the given condition.,126658,"Substitute possible values of x and check the remainder.

Valid values:

6

Answer:

126658"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:83:0,CP-007,REM-SP-6-2,NS-REM-001:REM-SP-6-2:3x1098:0,3,1,Hard,QL-021,ES-002,Find the largest number that can be formed.,371098,"The required remainder is 1.

Valid values of x:

1, 4, 7

Answer:

371098"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:84:1,CP-007,REM-SP-6-4,NS-REM-001:REM-SP-6-4:765x10:1,24,2,Hard,QL-021,ES-005,Find the largest number that can be formed.,765410,"Checking all possible values gives:

4

Hence the answer is:

765410"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:85:0,CP-007,REM-SP-6-2,NS-REM-001:REM-SP-6-2:4x5870:0,12,2,Hard,QL-021,ES-002,Find the largest number that can be formed.,485870,"The required remainder is 2.

Valid values of x:

2, 5, 8

Answer:

485870"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:86:4,CP-007,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x34:4,7,4,Easy,QL-020,ES-005,Form the greatest number satisfying the given condition.,634,"Checking all possible values gives:

6

Hence the answer is:

634"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:87:3,CP-007,REM-SP-3-3,NS-REM-001:REM-SP-3-3:93x:3,8,1,Easy,QL-020,ES-003,Form the greatest number satisfying the given condition.,937,"Substitute possible values of x and check the remainder.

Valid values:

7

Answer:

937"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:88:6,CP-007,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x34:6,7,5,Easy,QL-020,ES-005,Form the greatest number satisfying the given condition.,334,"Checking all possible values gives:

3

Hence the answer is:

334"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:89:2,CP-007,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x349:2,9,8,Easy,QL-021,ES-004,Find the largest number that can be formed.,1349,"Valid values of x:

1

Required answer:

1349"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:90:2,CP-007,REM-SP-6-6,NS-REM-001:REM-SP-6-6:46509x:2,4,2,Hard,QL-021,ES-003,Find the largest number that can be formed.,465098,"Substitute possible values of x and check the remainder.

Valid values:

0, 4, 8

Answer:

465098"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:91:0,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:112x:0,9,8,Easy,QL-020,ES-001,Form the greatest number satisfying the given condition.,1124,"Check all possible values of x.

Valid values:

4

Answer:

1124"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:92:0,CP-007,REM-SP-4-3,NS-REM-001:REM-SP-4-3:55x3:0,9,7,Easy,QL-021,ES-004,Find the largest number that can be formed.,5533,"Valid values of x:

3

Required answer:

5533"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:93:2,CP-007,REM-SP-5-4,NS-REM-001:REM-SP-5-4:109x3:2,24,15,Medium,QL-020,ES-002,Form the greatest number satisfying the given condition.,10983,"The required remainder is 15.

Valid values of x:

8

Answer:

10983"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:94:1,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:512x:1,17,9,Medium,QL-020,ES-004,Form the greatest number satisfying the given condition.,5126,"Valid values of x:

6

Required answer:

5126"
