Question ID,CP,Number,Selected Prime,Difficulty Band,Question Language ID,Explanation Style ID,Question,Answer,Factorization Text,Factorization Latex,Explanation
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:188,CP-007,186,3,Easy,QL-016,ES-007,What is the exponent of 3 in the prime factorization of 186?,1,186 = 2 x 3 x 31,186 = 2 \times 3 \times 31,"Write the prime factorization of 186.

In the factorization:

186 = 2 x 3 x 31

The exponent of 3 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:189,CP-007,4957,4957,Medium,QL-017,ES-007,Find the exponent of 4957 in the prime factorization of 4957.,1,4957 = 4957,4957 = 4957,"Write the prime factorization of 4957.

In the factorization:

4957 = 4957

The exponent of 4957 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:190,CP-007,1355,5,Medium,QL-017,ES-007,Find the exponent of 5 in the prime factorization of 1355.,1,1355 = 5 x 271,1355 = 5 \times 271,"Write the prime factorization of 1355.

In the factorization:

1355 = 5 x 271

The exponent of 5 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:191,CP-007,1801,1801,Medium,QL-016,ES-007,What is the exponent of 1801 in the prime factorization of 1801?,1,1801 = 1801,1801 = 1801,"Write the prime factorization of 1801.

In the factorization:

1801 = 1801

The exponent of 1801 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:192,CP-007,96,2,Easy,QL-017,ES-007,Find the exponent of 2 in the prime factorization of 96.,5,96 = 2^5 x 3,96 = 2^{5} \times 3,"Write the prime factorization of 96.

In the factorization:

96 = 2^5 x 3

The exponent of 2 is 5.

Answer: 5"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:193,CP-007,46103,46103,Hard,QL-018,ES-007,Determine the exponent of 46103 in the prime factorization of 46103.,1,46103 = 46103,46103 = 46103,"Write the prime factorization of 46103.

In the factorization:

46103 = 46103

The exponent of 46103 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:194,CP-007,67860,2,Hard,QL-017,ES-007,Find the exponent of 2 in the prime factorization of 67860.,2,67860 = 2^2 x 3^2 x 5 x 13 x 29,67860 = 2^{2} \times 3^{2} \times 5 \times 13 \times 29,"Write the prime factorization of 67860.

In the factorization:

67860 = 2^2 x 3^2 x 5 x 13 x 29

The exponent of 2 is 2.

Answer: 2"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:195,CP-007,21,7,Easy,QL-018,ES-007,Determine the exponent of 7 in the prime factorization of 21.,1,21 = 3 x 7,21 = 3 \times 7,"Write the prime factorization of 21.

In the factorization:

21 = 3 x 7

The exponent of 7 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:196,CP-007,72,2,Easy,QL-018,ES-007,Determine the exponent of 2 in the prime factorization of 72.,3,72 = 2^3 x 3^2,72 = 2^{3} \times 3^{2},"Write the prime factorization of 72.

In the factorization:

72 = 2^3 x 3^2

The exponent of 2 is 3.

Answer: 3"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:197,CP-007,54465,3631,Hard,QL-017,ES-007,Find the exponent of 3631 in the prime factorization of 54465.,1,54465 = 3 x 5 x 3631,54465 = 3 \times 5 \times 3631,"Write the prime factorization of 54465.

In the factorization:

54465 = 3 x 5 x 3631

The exponent of 3631 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:198,CP-007,156,2,Easy,QL-018,ES-007,Determine the exponent of 2 in the prime factorization of 156.,2,156 = 2^2 x 3 x 13,156 = 2^{2} \times 3 \times 13,"Write the prime factorization of 156.

In the factorization:

156 = 2^2 x 3 x 13

The exponent of 2 is 2.

Answer: 2"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:199,CP-007,52676,13,Hard,QL-016,ES-007,What is the exponent of 13 in the prime factorization of 52676?,1,52676 = 2^2 x 13 x 1013,52676 = 2^{2} \times 13 \times 1013,"Write the prime factorization of 52676.

In the factorization:

52676 = 2^2 x 13 x 1013

The exponent of 13 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:200,CP-007,1262,2,Medium,QL-017,ES-007,Find the exponent of 2 in the prime factorization of 1262.,1,1262 = 2 x 631,1262 = 2 \times 631,"Write the prime factorization of 1262.

In the factorization:

1262 = 2 x 631

The exponent of 2 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:201,CP-007,42321,14107,Hard,QL-016,ES-007,What is the exponent of 14107 in the prime factorization of 42321?,1,42321 = 3 x 14107,42321 = 3 \times 14107,"Write the prime factorization of 42321.

In the factorization:

42321 = 3 x 14107

The exponent of 14107 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:202,CP-007,349,349,Medium,QL-016,ES-007,What is the exponent of 349 in the prime factorization of 349?,1,349 = 349,349 = 349,"Write the prime factorization of 349.

In the factorization:

349 = 349

The exponent of 349 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:203,CP-007,30047,30047,Hard,QL-018,ES-007,Determine the exponent of 30047 in the prime factorization of 30047.,1,30047 = 30047,30047 = 30047,"Write the prime factorization of 30047.

In the factorization:

30047 = 30047

The exponent of 30047 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:204,CP-007,3748,2,Medium,QL-017,ES-007,Find the exponent of 2 in the prime factorization of 3748.,2,3748 = 2^2 x 937,3748 = 2^{2} \times 937,"Write the prime factorization of 3748.

In the factorization:

3748 = 2^2 x 937

The exponent of 2 is 2.

Answer: 2"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:205,CP-007,4976,311,Medium,QL-017,ES-007,Find the exponent of 311 in the prime factorization of 4976.,1,4976 = 2^4 x 311,4976 = 2^{4} \times 311,"Write the prime factorization of 4976.

In the factorization:

4976 = 2^4 x 311

The exponent of 311 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:206,CP-007,41776,2,Hard,QL-017,ES-007,Find the exponent of 2 in the prime factorization of 41776.,4,41776 = 2^4 x 7 x 373,41776 = 2^{4} \times 7 \times 373,"Write the prime factorization of 41776.

In the factorization:

41776 = 2^4 x 7 x 373

The exponent of 2 is 4.

Answer: 4"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:207,CP-007,1326,3,Medium,QL-018,ES-007,Determine the exponent of 3 in the prime factorization of 1326.,1,1326 = 2 x 3 x 13 x 17,1326 = 2 \times 3 \times 13 \times 17,"Write the prime factorization of 1326.

In the factorization:

1326 = 2 x 3 x 13 x 17

The exponent of 3 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:208,CP-007,42750,3,Hard,QL-018,ES-007,Determine the exponent of 3 in the prime factorization of 42750.,2,42750 = 2 x 3^2 x 5^3 x 19,42750 = 2 \times 3^{2} \times 5^{3} \times 19,"Write the prime factorization of 42750.

In the factorization:

42750 = 2 x 3^2 x 5^3 x 19

The exponent of 3 is 2.

Answer: 2"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:209,CP-007,53,53,Easy,QL-016,ES-007,What is the exponent of 53 in the prime factorization of 53?,1,53 = 53,53 = 53,"Write the prime factorization of 53.

In the factorization:

53 = 53

The exponent of 53 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:210,CP-007,4018,2,Medium,QL-017,ES-007,Find the exponent of 2 in the prime factorization of 4018.,1,4018 = 2 x 7^2 x 41,4018 = 2 \times 7^{2} \times 41,"Write the prime factorization of 4018.

In the factorization:

4018 = 2 x 7^2 x 41

The exponent of 2 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:211,CP-007,5,5,Easy,QL-016,ES-007,What is the exponent of 5 in the prime factorization of 5?,1,5 = 5,5 = 5,"Write the prime factorization of 5.

In the factorization:

5 = 5

The exponent of 5 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:212,CP-007,29,29,Easy,QL-016,ES-007,What is the exponent of 29 in the prime factorization of 29?,1,29 = 29,29 = 29,"Write the prime factorization of 29.

In the factorization:

29 = 29

The exponent of 29 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:213,CP-007,730,5,Medium,QL-017,ES-007,Find the exponent of 5 in the prime factorization of 730.,1,730 = 2 x 5 x 73,730 = 2 \times 5 \times 73,"Write the prime factorization of 730.

In the factorization:

730 = 2 x 5 x 73

The exponent of 5 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:214,CP-007,193,193,Easy,QL-017,ES-007,Find the exponent of 193 in the prime factorization of 193.,1,193 = 193,193 = 193,"Write the prime factorization of 193.

In the factorization:

193 = 193

The exponent of 193 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:215,CP-007,4799,4799,Medium,QL-017,ES-007,Find the exponent of 4799 in the prime factorization of 4799.,1,4799 = 4799,4799 = 4799,"Write the prime factorization of 4799.

In the factorization:

4799 = 4799

The exponent of 4799 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:216,CP-007,83921,83921,Hard,QL-017,ES-007,Find the exponent of 83921 in the prime factorization of 83921.,1,83921 = 83921,83921 = 83921,"Write the prime factorization of 83921.

In the factorization:

83921 = 83921

The exponent of 83921 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:217,CP-007,1480,2,Medium,QL-018,ES-007,Determine the exponent of 2 in the prime factorization of 1480.,3,1480 = 2^3 x 5 x 37,1480 = 2^{3} \times 5 \times 37,"Write the prime factorization of 1480.

In the factorization:

1480 = 2^3 x 5 x 37

The exponent of 2 is 3.

Answer: 3"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:218,CP-007,35027,35027,Hard,QL-017,ES-007,Find the exponent of 35027 in the prime factorization of 35027.,1,35027 = 35027,35027 = 35027,"Write the prime factorization of 35027.

In the factorization:

35027 = 35027

The exponent of 35027 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:219,CP-007,186,3,Easy,QL-018,ES-007,Determine the exponent of 3 in the prime factorization of 186.,1,186 = 2 x 3 x 31,186 = 2 \times 3 \times 31,"Write the prime factorization of 186.

In the factorization:

186 = 2 x 3 x 31

The exponent of 3 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:220,CP-007,3695,5,Medium,QL-018,ES-007,Determine the exponent of 5 in the prime factorization of 3695.,1,3695 = 5 x 739,3695 = 5 \times 739,"Write the prime factorization of 3695.

In the factorization:

3695 = 5 x 739

The exponent of 5 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:221,CP-007,16814,2,Hard,QL-017,ES-007,Find the exponent of 2 in the prime factorization of 16814.,1,16814 = 2 x 7 x 1201,16814 = 2 \times 7 \times 1201,"Write the prime factorization of 16814.

In the factorization:

16814 = 2 x 7 x 1201

The exponent of 2 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:222,CP-007,4857,3,Medium,QL-017,ES-007,Find the exponent of 3 in the prime factorization of 4857.,1,4857 = 3 x 1619,4857 = 3 \times 1619,"Write the prime factorization of 4857.

In the factorization:

4857 = 3 x 1619

The exponent of 3 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:223,CP-007,1633,71,Medium,QL-018,ES-007,Determine the exponent of 71 in the prime factorization of 1633.,1,1633 = 23 x 71,1633 = 23 \times 71,"Write the prime factorization of 1633.

In the factorization:

1633 = 23 x 71

The exponent of 71 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:224,CP-007,1559,1559,Medium,QL-017,ES-007,Find the exponent of 1559 in the prime factorization of 1559.,1,1559 = 1559,1559 = 1559,"Write the prime factorization of 1559.

In the factorization:

1559 = 1559

The exponent of 1559 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:225,CP-007,13572,3,Hard,QL-018,ES-007,Determine the exponent of 3 in the prime factorization of 13572.,2,13572 = 2^2 x 3^2 x 13 x 29,13572 = 2^{2} \times 3^{2} \times 13 \times 29,"Write the prime factorization of 13572.

In the factorization:

13572 = 2^2 x 3^2 x 13 x 29

The exponent of 3 is 2.

Answer: 2"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:226,CP-007,132,2,Easy,QL-017,ES-007,Find the exponent of 2 in the prime factorization of 132.,2,132 = 2^2 x 3 x 11,132 = 2^{2} \times 3 \times 11,"Write the prime factorization of 132.

In the factorization:

132 = 2^2 x 3 x 11

The exponent of 2 is 2.

Answer: 2"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:227,CP-007,3749,163,Medium,QL-017,ES-007,Find the exponent of 163 in the prime factorization of 3749.,1,3749 = 23 x 163,3749 = 23 \times 163,"Write the prime factorization of 3749.

In the factorization:

3749 = 23 x 163

The exponent of 163 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:228,CP-007,91,7,Easy,QL-016,ES-007,What is the exponent of 7 in the prime factorization of 91?,1,91 = 7 x 13,91 = 7 \times 13,"Write the prime factorization of 91.

In the factorization:

91 = 7 x 13

The exponent of 7 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:229,CP-007,36988,1321,Hard,QL-016,ES-007,What is the exponent of 1321 in the prime factorization of 36988?,1,36988 = 2^2 x 7 x 1321,36988 = 2^{2} \times 7 \times 1321,"Write the prime factorization of 36988.

In the factorization:

36988 = 2^2 x 7 x 1321

The exponent of 1321 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:230,CP-007,196,7,Easy,QL-018,ES-007,Determine the exponent of 7 in the prime factorization of 196.,2,196 = 2^2 x 7^2,196 = 2^{2} \times 7^{2},"Write the prime factorization of 196.

In the factorization:

196 = 2^2 x 7^2

The exponent of 7 is 2.

Answer: 2"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:231,CP-007,161,7,Easy,QL-018,ES-007,Determine the exponent of 7 in the prime factorization of 161.,1,161 = 7 x 23,161 = 7 \times 23,"Write the prime factorization of 161.

In the factorization:

161 = 7 x 23

The exponent of 7 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:232,CP-007,2466,3,Medium,QL-017,ES-007,Find the exponent of 3 in the prime factorization of 2466.,2,2466 = 2 x 3^2 x 137,2466 = 2 \times 3^{2} \times 137,"Write the prime factorization of 2466.

In the factorization:

2466 = 2 x 3^2 x 137

The exponent of 3 is 2.

Answer: 2"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:233,CP-007,2,2,Easy,QL-016,ES-007,What is the exponent of 2 in the prime factorization of 2?,1,2 = 2,2 = 2,"Write the prime factorization of 2.

In the factorization:

2 = 2

The exponent of 2 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:234,CP-007,83719,83719,Hard,QL-017,ES-007,Find the exponent of 83719 in the prime factorization of 83719.,1,83719 = 83719,83719 = 83719,"Write the prime factorization of 83719.

In the factorization:

83719 = 83719

The exponent of 83719 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:235,CP-007,224,2,Medium,QL-016,ES-007,What is the exponent of 2 in the prime factorization of 224?,5,224 = 2^5 x 7,224 = 2^{5} \times 7,"Write the prime factorization of 224.

In the factorization:

224 = 2^5 x 7

The exponent of 2 is 5.

Answer: 5"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:236,CP-007,70631,6421,Hard,QL-017,ES-007,Find the exponent of 6421 in the prime factorization of 70631.,1,70631 = 11 x 6421,70631 = 11 \times 6421,"Write the prime factorization of 70631.

In the factorization:

70631 = 11 x 6421

The exponent of 6421 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:237,CP-007,24953,24953,Hard,QL-018,ES-007,Determine the exponent of 24953 in the prime factorization of 24953.,1,24953 = 24953,24953 = 24953,"Write the prime factorization of 24953.

In the factorization:

24953 = 24953

The exponent of 24953 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:238,CP-007,3402,7,Medium,QL-017,ES-007,Find the exponent of 7 in the prime factorization of 3402.,1,3402 = 2 x 3^5 x 7,3402 = 2 \times 3^{5} \times 7,"Write the prime factorization of 3402.

In the factorization:

3402 = 2 x 3^5 x 7

The exponent of 7 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:239,CP-007,52448,2,Hard,QL-017,ES-007,Find the exponent of 2 in the prime factorization of 52448.,5,52448 = 2^5 x 11 x 149,52448 = 2^{5} \times 11 \times 149,"Write the prime factorization of 52448.

In the factorization:

52448 = 2^5 x 11 x 149

The exponent of 2 is 5.

Answer: 5"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:240,CP-007,116,2,Easy,QL-017,ES-007,Find the exponent of 2 in the prime factorization of 116.,2,116 = 2^2 x 29,116 = 2^{2} \times 29,"Write the prime factorization of 116.

In the factorization:

116 = 2^2 x 29

The exponent of 2 is 2.

Answer: 2"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:241,CP-007,4707,523,Medium,QL-016,ES-007,What is the exponent of 523 in the prime factorization of 4707?,1,4707 = 3^2 x 523,4707 = 3^{2} \times 523,"Write the prime factorization of 4707.

In the factorization:

4707 = 3^2 x 523

The exponent of 523 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:242,CP-007,6060,2,Hard,QL-017,ES-007,Find the exponent of 2 in the prime factorization of 6060.,2,6060 = 2^2 x 3 x 5 x 101,6060 = 2^{2} \times 3 \times 5 \times 101,"Write the prime factorization of 6060.

In the factorization:

6060 = 2^2 x 3 x 5 x 101

The exponent of 2 is 2.

Answer: 2"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:243,CP-007,24,3,Easy,QL-016,ES-007,What is the exponent of 3 in the prime factorization of 24?,1,24 = 2^3 x 3,24 = 2^{3} \times 3,"Write the prime factorization of 24.

In the factorization:

24 = 2^3 x 3

The exponent of 3 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:244,CP-007,1321,1321,Medium,QL-017,ES-007,Find the exponent of 1321 in the prime factorization of 1321.,1,1321 = 1321,1321 = 1321,"Write the prime factorization of 1321.

In the factorization:

1321 = 1321

The exponent of 1321 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:245,CP-007,1066,41,Medium,QL-018,ES-007,Determine the exponent of 41 in the prime factorization of 1066.,1,1066 = 2 x 13 x 41,1066 = 2 \times 13 \times 41,"Write the prime factorization of 1066.

In the factorization:

1066 = 2 x 13 x 41

The exponent of 41 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:246,CP-007,47940,2,Hard,QL-016,ES-007,What is the exponent of 2 in the prime factorization of 47940?,2,47940 = 2^2 x 3 x 5 x 17 x 47,47940 = 2^{2} \times 3 \times 5 \times 17 \times 47,"Write the prime factorization of 47940.

In the factorization:

47940 = 2^2 x 3 x 5 x 17 x 47

The exponent of 2 is 2.

Answer: 2"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:247,CP-007,1697,1697,Medium,QL-016,ES-007,What is the exponent of 1697 in the prime factorization of 1697?,1,1697 = 1697,1697 = 1697,"Write the prime factorization of 1697.

In the factorization:

1697 = 1697

The exponent of 1697 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:248,CP-007,4670,467,Medium,QL-017,ES-007,Find the exponent of 467 in the prime factorization of 4670.,1,4670 = 2 x 5 x 467,4670 = 2 \times 5 \times 467,"Write the prime factorization of 4670.

In the factorization:

4670 = 2 x 5 x 467

The exponent of 467 is 1.

Answer: 1"
NS-PF-001:CP-007:ns-pf-001-human-review:CP-007:249,CP-007,176,11,Easy,QL-017,ES-007,Find the exponent of 11 in the prime factorization of 176.,1,176 = 2^4 x 11,176 = 2^{4} \times 11,"Write the prime factorization of 176.

In the factorization:

176 = 2^4 x 11

The exponent of 11 is 1.

Answer: 1"
