CP,difficulty,QL ID,ES ID,parameters,answer,reasoning trace
"CP06","Medium","QL-127","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:136"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-127"",""explanationId"":""ES-006"",""answer"":""12"",""coverageBucket"":""directMissingValue"",""variableRange"":""mixedConstraint"",""operationType"":""missing"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","12","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-128","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:137"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-128"",""explanationId"":""ES-006"",""answer"":""-9"",""coverageBucket"":""directMissingValue"",""variableRange"":""signConstraint"",""operationType"":""missing"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","-9","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-129","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:138"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-129"",""explanationId"":""ES-006"",""answer"":""16 or 18"",""coverageBucket"":""multipleConstraints"",""variableRange"":""mixedConstraint"",""operationType"":""elimination"",""inputShape"":""candidate"",""propertyType"":""multipleConstraints"",""candidateCount"":2,""uniqueAnswer"":false,""reasoningPatternId"":""RP06""}","16 or 18","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Easy","QL-130","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:139"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-130"",""explanationId"":""ES-006"",""answer"":""27"",""coverageBucket"":""directMissingValue"",""variableRange"":""consecutiveConstraint"",""operationType"":""missing"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","27","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Easy","QL-131","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:140"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-131"",""explanationId"":""ES-006"",""answer"":""25"",""coverageBucket"":""directMissingValue"",""variableRange"":""parityConstraint"",""operationType"":""missing"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","25","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-132","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:141"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-132"",""explanationId"":""ES-006"",""answer"":""26"",""coverageBucket"":""directMissingValue"",""variableRange"":""parityConstraint"",""operationType"":""missing"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","26","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-133","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:142"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-133"",""explanationId"":""ES-006"",""answer"":""-4"",""coverageBucket"":""directMissingValue"",""variableRange"":""signConstraint"",""operationType"":""missing"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","-4","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Easy","QL-134","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:143"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-134"",""explanationId"":""ES-006"",""answer"":""x is odd"",""coverageBucket"":""directMissingValue"",""variableRange"":""parityConstraint"",""operationType"":""constraint"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","x is odd","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-135","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:144"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-135"",""explanationId"":""ES-006"",""answer"":""56"",""coverageBucket"":""directMissingValue"",""variableRange"":""consecutiveConstraint"",""operationType"":""missing"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","56","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Easy","QL-136","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:145"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-136"",""explanationId"":""ES-006"",""answer"":""3"",""coverageBucket"":""eliminationMethod"",""variableRange"":""mixedConstraint"",""operationType"":""elimination"",""propertyType"":""eliminationMethod"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","3","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-137","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:146"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-137"",""explanationId"":""ES-006"",""answer"":""32"",""coverageBucket"":""directMissingValue"",""variableRange"":""consecutiveConstraint"",""operationType"":""missing"",""sequenceType"":""consecutiveEvenIntegers"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","32","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Hard","QL-138","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:147"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-138"",""explanationId"":""ES-006"",""answer"":""61"",""coverageBucket"":""directMissingValue"",""variableRange"":""consecutiveConstraint"",""operationType"":""missing"",""sequenceType"":""consecutiveOddIntegers"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","61","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-139","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:148"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-139"",""explanationId"":""ES-006"",""answer"":""-3"",""coverageBucket"":""eliminationMethod"",""variableRange"":""mixedConstraint"",""operationType"":""elimination"",""propertyType"":""eliminationMethod"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","-3","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-140","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:149"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-140"",""explanationId"":""ES-006"",""answer"":""0"",""coverageBucket"":""directMissingValue"",""variableRange"":""mixedConstraint"",""operationType"":""missing"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","0","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Hard","QL-116","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:150"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-116"",""explanationId"":""ES-006"",""answer"":""14"",""coverageBucket"":""directMissingValue"",""variableRange"":""consecutiveConstraint"",""operationType"":""missing"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","14","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-117","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:151"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-117"",""explanationId"":""ES-006"",""answer"":""21 or 23"",""coverageBucket"":""multipleConstraints"",""variableRange"":""parityConstraint"",""operationType"":""elimination"",""inputShape"":""candidate"",""propertyType"":""multipleConstraints"",""candidateCount"":2,""uniqueAnswer"":false,""reasoningPatternId"":""RP06""}","21 or 23","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Easy","QL-118","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:152"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-118"",""explanationId"":""ES-006"",""answer"":""x is odd"",""coverageBucket"":""directMissingValue"",""variableRange"":""parityConstraint"",""operationType"":""constraint"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","x is odd","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Easy","QL-119","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:153"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-119"",""explanationId"":""ES-006"",""answer"":""33"",""coverageBucket"":""directMissingValue"",""variableRange"":""consecutiveConstraint"",""operationType"":""missing"",""sequenceType"":""consecutiveOddIntegers"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","33","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-120","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:154"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-120"",""explanationId"":""ES-006"",""answer"":""48"",""coverageBucket"":""directMissingValue"",""variableRange"":""consecutiveConstraint"",""operationType"":""missing"",""sequenceType"":""consecutiveEvenIntegers"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","48","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Hard","QL-121","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:155"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-121"",""explanationId"":""ES-006"",""answer"":""-7"",""coverageBucket"":""directMissingValue"",""variableRange"":""signConstraint"",""operationType"":""missing"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","-7","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Easy","QL-122","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:156"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-122"",""explanationId"":""ES-006"",""answer"":""6"",""coverageBucket"":""directMissingValue"",""variableRange"":""signConstraint"",""operationType"":""missing"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","6","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Easy","QL-123","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:157"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-123"",""explanationId"":""ES-006"",""answer"":""20"",""coverageBucket"":""directMissingValue"",""variableRange"":""consecutiveConstraint"",""operationType"":""missing"",""sequenceType"":""consecutiveEvenIntegers"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","20","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Easy","QL-124","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:158"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-124"",""explanationId"":""ES-006"",""answer"":""43"",""coverageBucket"":""directMissingValue"",""variableRange"":""consecutiveConstraint"",""operationType"":""missing"",""sequenceType"":""consecutiveOddIntegers"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","43","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-125","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:159"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-125"",""explanationId"":""ES-006"",""answer"":""any positive even integer"",""coverageBucket"":""multipleConstraints"",""variableRange"":""mixedConstraint"",""operationType"":""constraint"",""inputShape"":""candidate"",""propertyType"":""multipleConstraints"",""candidateCount"":2,""uniqueAnswer"":false,""reasoningPatternId"":""RP06""}","any positive even integer","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-126","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:160"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-126"",""explanationId"":""ES-006"",""answer"":""5 or 7"",""coverageBucket"":""eliminationMethod"",""variableRange"":""parityConstraint"",""operationType"":""elimination"",""inputShape"":""candidate"",""propertyType"":""eliminationMethod"",""candidateCount"":2,""uniqueAnswer"":false,""reasoningPatternId"":""RP06""}","5 or 7","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Easy","QL-127","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:161"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-127"",""explanationId"":""ES-006"",""answer"":""12"",""coverageBucket"":""directMissingValue"",""variableRange"":""mixedConstraint"",""operationType"":""missing"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","12","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
"CP06","Medium","QL-128","ES-006","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP06"",""questionId"":""NS-CLASS-001:CP06:ns-class-001-human-review:CP06:162"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-128"",""explanationId"":""ES-006"",""answer"":""-9"",""coverageBucket"":""directMissingValue"",""variableRange"":""signConstraint"",""operationType"":""missing"",""propertyType"":""directMissingValue"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP06""}","-9","captureConditions > generateCandidates > evaluateCandidates > selectUniqueAnswer"
