"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Number","Lower Bound","Upper Bound","Range Width","Position"
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:228","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 70.","67","Check numbers smaller than 70 one by one.

The first prime number obtained is 67.

Answer: 67","70","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:229","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 491.","487","Check numbers smaller than 491 one by one.

The first prime number obtained is 487.

Answer: 487","491","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:230","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 4869.","4861","Check numbers smaller than 4869 one by one.

The first prime number obtained is 4861.

Answer: 4861","4869","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:231","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 14.","13","Check numbers smaller than 14 one by one.

The first prime number obtained is 13.

Answer: 13","14","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:232","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 151.","149","Check numbers smaller than 151 one by one.

The first prime number obtained is 149.

Answer: 149","151","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:233","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 428.","421","Check numbers smaller than 428 one by one.

The first prime number obtained is 421.

Answer: 421","428","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:234","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 63.","61","Check numbers smaller than 63 one by one.

The first prime number obtained is 61.

Answer: 61","63","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:235","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 34.","31","Check numbers smaller than 34 one by one.

The first prime number obtained is 31.

Answer: 31","34","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:236","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 899.","887","Check numbers smaller than 899 one by one.

The first prime number obtained is 887.

Answer: 887","899","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:237","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 60.","59","Check numbers smaller than 60 one by one.

The first prime number obtained is 59.

Answer: 59","60","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:238","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 45.","43","Check numbers smaller than 45 one by one.

The first prime number obtained is 43.

Answer: 43","45","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:239","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 246.","241","Check numbers smaller than 246 one by one.

The first prime number obtained is 241.

Answer: 241","246","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:240","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 942.","941","Check numbers smaller than 942 one by one.

The first prime number obtained is 941.

Answer: 941","942","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:241","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 153.","151","Check numbers smaller than 153 one by one.

The first prime number obtained is 151.

Answer: 151","153","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:242","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 912.","911","Check numbers smaller than 912 one by one.

The first prime number obtained is 911.

Answer: 911","912","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:243","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 4267.","4261","Check numbers smaller than 4267 one by one.

The first prime number obtained is 4261.

Answer: 4261","4267","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:244","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 146.","139","Check numbers smaller than 146 one by one.

The first prime number obtained is 139.

Answer: 139","146","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:245","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 47.","43","Check numbers smaller than 47 one by one.

The first prime number obtained is 43.

Answer: 43","47","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:246","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 812.","811","Check numbers smaller than 812 one by one.

The first prime number obtained is 811.

Answer: 811","812","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:247","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 923.","919","Check numbers smaller than 923 one by one.

The first prime number obtained is 919.

Answer: 919","923","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:248","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 72.","71","Check numbers smaller than 72 one by one.

The first prime number obtained is 71.

Answer: 71","72","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:249","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 429.","421","Check numbers smaller than 429 one by one.

The first prime number obtained is 421.

Answer: 421","429","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:250","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 43.","41","Check numbers smaller than 43 one by one.

The first prime number obtained is 41.

Answer: 41","43","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:251","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 428.","421","Check numbers smaller than 428 one by one.

The first prime number obtained is 421.

Answer: 421","428","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:252","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 59.","53","Check numbers smaller than 59 one by one.

The first prime number obtained is 53.

Answer: 53","59","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:253","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 54.","53","Check numbers smaller than 54 one by one.

The first prime number obtained is 53.

Answer: 53","54","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:254","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 183.","181","Check numbers smaller than 183 one by one.

The first prime number obtained is 181.

Answer: 181","183","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:255","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 724.","719","Check numbers smaller than 724 one by one.

The first prime number obtained is 719.

Answer: 719","724","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:256","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 2517.","2503","Check numbers smaller than 2517 one by one.

The first prime number obtained is 2503.

Answer: 2503","2517","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:257","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 32.","31","Check numbers smaller than 32 one by one.

The first prime number obtained is 31.

Answer: 31","32","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:258","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 1879.","1877","Check numbers smaller than 1879 one by one.

The first prime number obtained is 1877.

Answer: 1877","1879","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:259","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 352.","349","Check numbers smaller than 352 one by one.

The first prime number obtained is 349.

Answer: 349","352","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:260","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 82.","79","Check numbers smaller than 82 one by one.

The first prime number obtained is 79.

Answer: 79","82","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:261","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 1479.","1471","Check numbers smaller than 1479 one by one.

The first prime number obtained is 1471.

Answer: 1471","1479","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:262","CP-007","Hard","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 1042.","1039","Check numbers smaller than 1042 one by one.

The first prime number obtained is 1039.

Answer: 1039","1042","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:263","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 95.","89","Check numbers smaller than 95 one by one.

The first prime number obtained is 89.

Answer: 89","95","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:264","CP-007","Hard","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 4900.","4889","Check numbers smaller than 4900 one by one.

The first prime number obtained is 4889.

Answer: 4889","4900","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:265","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 49.","47","Check numbers smaller than 49 one by one.

The first prime number obtained is 47.

Answer: 47","49","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:266","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 314.","313","Check numbers smaller than 314 one by one.

The first prime number obtained is 313.

Answer: 313","314","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:267","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 81.","79","Check numbers smaller than 81 one by one.

The first prime number obtained is 79.

Answer: 79","81","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:268","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 392.","389","Check numbers smaller than 392 one by one.

The first prime number obtained is 389.

Answer: 389","392","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:269","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 13.","11","Check numbers smaller than 13 one by one.

The first prime number obtained is 11.

Answer: 11","13","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:270","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 73.","71","Check numbers smaller than 73 one by one.

The first prime number obtained is 71.

Answer: 71","73","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:271","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 994.","991","Check numbers smaller than 994 one by one.

The first prime number obtained is 991.

Answer: 991","994","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:272","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 5.","3","Check numbers smaller than 5 one by one.

The first prime number obtained is 3.

Answer: 3","5","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:273","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 188.","181","Check numbers smaller than 188 one by one.

The first prime number obtained is 181.

Answer: 181","188","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:274","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 47.","43","Check numbers smaller than 47 one by one.

The first prime number obtained is 43.

Answer: 43","47","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:275","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 38.","37","Check numbers smaller than 38 one by one.

The first prime number obtained is 37.

Answer: 37","38","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:276","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 595.","593","Check numbers smaller than 595 one by one.

The first prime number obtained is 593.

Answer: 593","595","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:277","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 90.","89","Check numbers smaller than 90 one by one.

The first prime number obtained is 89.

Answer: 89","90","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:278","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 381.","379","Check numbers smaller than 381 one by one.

The first prime number obtained is 379.

Answer: 379","381","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:279","CP-007","Hard","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 1210.","1201","Check numbers smaller than 1210 one by one.

The first prime number obtained is 1201.

Answer: 1201","1210","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:280","CP-007","Hard","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 2578.","2557","Check numbers smaller than 2578 one by one.

The first prime number obtained is 2557.

Answer: 2557","2578","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:281","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 49.","47","Check numbers smaller than 49 one by one.

The first prime number obtained is 47.

Answer: 47","49","","","",""
